index,uuid,driver_version,name,gpu_serial,display_active,display_mode
0,GPU-7e1ab809-3669-9615-41ad-431040847bff,535.154.05,NVIDIA A800-SXM4-80GB,1321423020298,Disabled,Enabled

pid,process_name,gpu_uuid,gpu_name,used_memory
229509,[Not Found],GPU-7e1ab809-3669-9615-41ad-431040847bff,NVIDIA A800-SXM4-80GB,32328

index,utilization_gpu,memory_total,memory_used,memory_free,timestamp
0,0,81920,10794,70434,2025/06/13 18:00:59.306
0,0,81920,10794,70434,2025/06/13 18:01:04.333
0,0,81920,10794,70434,2025/06/13 18:01:09.371
0,0,81920,10794,70434,2025/06/13 18:01:14.412
0,0,81920,10794,70434,2025/06/13 18:01:19.450
0,0,81920,10794,70434,2025/06/13 18:01:24.480
0,0,81920,10794,70434,2025/06/13 18:01:29.519
0,0,81920,10794,70434,2025/06/13 18:01:34.557
0,0,81920,10794,70434,2025/06/13 18:01:39.589
0,0,81920,10794,70434,2025/06/13 18:01:44.625
0,0,81920,10794,70434,2025/06/13 18:01:49.659
0,0,81920,10794,70434,2025/06/13 18:01:54.691
0,0,81920,10794,70434,2025/06/13 18:01:59.728
0,0,81920,10794,70434,2025/06/13 18:02:04.764
0,0,81920,10794,70434,2025/06/13 18:02:09.793
0,0,81920,10794,70434,2025/06/13 18:02:14.824
0,0,81920,10794,70434,2025/06/13 18:02:19.861
0,0,81920,10794,70434,2025/06/13 18:02:24.905
0,0,81920,10794,70434,2025/06/13 18:02:29.933
0,0,81920,10794,70434,2025/06/13 18:02:34.965
0,0,81920,10794,70434,2025/06/13 18:02:39.996
0,0,81920,10794,70434,2025/06/13 18:02:45.028
0,0,81920,10794,70434,2025/06/13 18:02:50.069
0,0,81920,10794,70434,2025/06/13 18:02:55.107
0,0,81920,10794,70434,2025/06/13 18:03:00.140
0,0,81920,10794,70434,2025/06/13 18:03:05.178
0,0,81920,10794,70434,2025/06/13 18:03:10.214
0,0,81920,10794,70434,2025/06/13 18:03:15.253
0,0,81920,10794,70434,2025/06/13 18:03:20.292
0,0,81920,10794,70434,2025/06/13 18:03:25.321
0,0,81920,10794,70434,2025/06/13 18:03:30.353
0,0,81920,10794,70434,2025/06/13 18:03:35.391
0,0,81920,10794,70434,2025/06/13 18:03:40.421
0,0,81920,10794,70434,2025/06/13 18:03:45.456
0,0,81920,10794,70434,2025/06/13 18:03:50.516
0,0,81920,10794,70434,2025/06/13 18:03:55.555
0,0,81920,10794,70434,2025/06/13 18:04:00.588
0,0,81920,10794,70434,2025/06/13 18:04:05.622
0,0,81920,10794,70434,2025/06/13 18:04:10.664
0,0,81920,10794,70434,2025/06/13 18:04:15.696
0,0,81920,10794,70434,2025/06/13 18:04:20.737
0,0,81920,10794,70434,2025/06/13 18:04:25.775
0,0,81920,10794,70434,2025/06/13 18:04:30.812
0,0,81920,10794,70434,2025/06/13 18:04:35.854
0,0,81920,10794,70434,2025/06/13 18:04:40.889
0,0,81920,10794,70434,2025/06/13 18:04:45.922
0,0,81920,10794,70434,2025/06/13 18:04:50.955
0,0,81920,10794,70434,2025/06/13 18:04:55.988
0,0,81920,10794,70434,2025/06/13 18:05:01.032
0,0,81920,10794,70434,2025/06/13 18:05:06.071
0,0,81920,10794,70434,2025/06/13 18:05:11.109
0,0,81920,10794,70434,2025/06/13 18:05:16.145
0,0,81920,10794,70434,2025/06/13 18:05:21.180
0,0,81920,10794,70434,2025/06/13 18:05:26.213
0,0,81920,10794,70434,2025/06/13 18:05:31.253
0,0,81920,10794,70434,2025/06/13 18:05:36.302
0,0,81920,10794,70434,2025/06/13 18:05:41.334
0,0,81920,10794,70434,2025/06/13 18:05:46.377
0,0,81920,10794,70434,2025/06/13 18:05:51.414
0,0,81920,10794,70434,2025/06/13 18:05:56.445
0,0,81920,10794,70434,2025/06/13 18:06:01.482
0,0,81920,10794,70434,2025/06/13 18:06:06.527
0,0,81920,10794,70434,2025/06/13 18:06:11.558
0,0,81920,10794,70434,2025/06/13 18:06:16.586
0,0,81920,10794,70434,2025/06/13 18:06:21.621
0,0,81920,10794,70434,2025/06/13 18:06:26.667
0,0,81920,10794,70434,2025/06/13 18:06:31.698
0,0,81920,10794,70434,2025/06/13 18:06:36.728
0,0,81920,10794,70434,2025/06/13 18:06:41.759
0,0,81920,10794,70434,2025/06/13 18:06:46.792
0,0,81920,10794,70434,2025/06/13 18:06:51.824
0,0,81920,10794,70434,2025/06/13 18:06:56.862
0,0,81920,10794,70434,2025/06/13 18:07:01.899
0,0,81920,10794,70434,2025/06/13 18:07:06.935
0,0,81920,10794,70434,2025/06/13 18:07:11.968
0,0,81920,10794,70434,2025/06/13 18:07:17.006
0,0,81920,10794,70434,2025/06/13 18:07:22.033
0,0,81920,10794,70434,2025/06/13 18:07:27.061
0,0,81920,10794,70434,2025/06/13 18:07:32.097
0,0,81920,10794,70434,2025/06/13 18:07:37.132
0,0,81920,10794,70434,2025/06/13 18:07:42.164
0,0,81920,10794,70434,2025/06/13 18:07:47.195
0,0,81920,10794,70434,2025/06/13 18:07:52.233
0,0,81920,10794,70434,2025/06/13 18:07:57.261
0,0,81920,10794,70434,2025/06/13 18:08:02.291
0,0,81920,10794,70434,2025/06/13 18:08:07.324
0,0,81920,10794,70434,2025/06/13 18:08:12.354
0,0,81920,10794,70434,2025/06/13 18:08:17.388
0,0,81920,10794,70434,2025/06/13 18:08:22.421
0,0,81920,10794,70434,2025/06/13 18:08:27.449
0,0,81920,10794,70434,2025/06/13 18:08:32.488
0,0,81920,10794,70434,2025/06/13 18:08:37.525
0,0,81920,10794,70434,2025/06/13 18:08:42.563
0,0,81920,10794,70434,2025/06/13 18:08:47.596
0,0,81920,10794,70434,2025/06/13 18:08:52.637
0,0,81920,10794,70434,2025/06/13 18:08:57.668
0,0,81920,10794,70434,2025/06/13 18:09:02.706
0,0,81920,10794,70434,2025/06/13 18:09:07.745
0,0,81920,10794,70434,2025/06/13 18:09:12.781
0,0,81920,10794,70434,2025/06/13 18:09:17.818
0,0,81920,10794,70434,2025/06/13 18:09:22.856
0,0,81920,10794,70434,2025/06/13 18:09:27.898
0,0,81920,10794,70434,2025/06/13 18:09:32.926
0,0,81920,10794,70434,2025/06/13 18:09:37.957
0,0,81920,10794,70434,2025/06/13 18:09:43.000
0,0,81920,10794,70434,2025/06/13 18:09:48.027
0,0,81920,10794,70434,2025/06/13 18:09:53.068
0,0,81920,10794,70434,2025/06/13 18:09:58.125
0,0,81920,10794,70434,2025/06/13 18:10:03.162
0,0,81920,10794,70434,2025/06/13 18:10:08.197
0,0,81920,10794,70434,2025/06/13 18:10:13.229
0,0,81920,10794,70434,2025/06/13 18:10:18.261
0,0,81920,10794,70434,2025/06/13 18:10:23.293
0,0,81920,10794,70434,2025/06/13 18:10:28.331
0,0,81920,10794,70434,2025/06/13 18:10:33.369
0,0,81920,10794,70434,2025/06/13 18:10:38.400
0,0,81920,10794,70434,2025/06/13 18:10:43.442
0,0,81920,10794,70434,2025/06/13 18:10:48.467
0,0,81920,10794,70434,2025/06/13 18:10:53.505
0,0,81920,10794,70434,2025/06/13 18:10:58.535
0,0,81920,10794,70434,2025/06/13 18:11:03.568
0,0,81920,10794,70434,2025/06/13 18:11:08.606
0,0,81920,10794,70434,2025/06/13 18:11:13.635
0,0,81920,10794,70434,2025/06/13 18:11:18.672
0,0,81920,10794,70434,2025/06/13 18:11:23.707
0,0,81920,10794,70434,2025/06/13 18:11:28.739
0,0,81920,10794,70434,2025/06/13 18:11:33.766
0,0,81920,10794,70434,2025/06/13 18:11:38.804
0,0,81920,10794,70434,2025/06/13 18:11:43.833
0,0,81920,10794,70434,2025/06/13 18:11:48.860
0,0,81920,10794,70434,2025/06/13 18:11:53.905
0,0,81920,10794,70434,2025/06/13 18:11:58.930
0,0,81920,10794,70434,2025/06/13 18:12:03.963
0,0,81920,10794,70434,2025/06/13 18:12:08.999
0,0,81920,10794,70434,2025/06/13 18:12:14.037
0,0,81920,10794,70434,2025/06/13 18:12:19.071
0,0,81920,10794,70434,2025/06/13 18:12:24.104
0,0,81920,10794,70434,2025/06/13 18:12:29.136
0,0,81920,10794,70434,2025/06/13 18:12:34.172
0,0,81920,10794,70434,2025/06/13 18:12:39.208
0,0,81920,10794,70434,2025/06/13 18:12:44.244
0,0,81920,10794,70434,2025/06/13 18:12:49.274
0,0,81920,10794,70434,2025/06/13 18:12:54.305
0,0,81920,10794,70434,2025/06/13 18:12:59.331
0,0,81920,10794,70434,2025/06/13 18:13:04.363
0,0,81920,10794,70434,2025/06/13 18:13:09.402
0,0,81920,10794,70434,2025/06/13 18:13:14.433
0,0,81920,10794,70434,2025/06/13 18:13:19.469
0,0,81920,10794,70434,2025/06/13 18:13:24.503
0,0,81920,10794,70434,2025/06/13 18:13:29.539
0,0,81920,10794,70434,2025/06/13 18:13:34.577
0,0,81920,10794,70434,2025/06/13 18:13:39.615
0,0,81920,10794,70434,2025/06/13 18:13:44.646
0,0,81920,10794,70434,2025/06/13 18:13:49.676
0,0,81920,10794,70434,2025/06/13 18:13:54.718
0,0,81920,10794,70434,2025/06/13 18:13:59.756
0,0,81920,10794,70434,2025/06/13 18:14:04.802
0,0,81920,10794,70434,2025/06/13 18:14:09.835
0,0,81920,10794,70434,2025/06/13 18:14:14.871
0,0,81920,10794,70434,2025/06/13 18:14:19.897
0,0,81920,10794,70434,2025/06/13 18:14:24.928
0,0,81920,10794,70434,2025/06/13 18:14:29.959
0,0,81920,10794,70434,2025/06/13 18:14:34.994
0,0,81920,10794,70434,2025/06/13 18:14:40.023
0,0,81920,10794,70434,2025/06/13 18:14:45.061
0,0,81920,10794,70434,2025/06/13 18:14:50.100
0,0,81920,10794,70434,2025/06/13 18:14:55.140
0,0,81920,10794,70434,2025/06/13 18:15:00.178
0,0,81920,10794,70434,2025/06/13 18:15:05.218
0,0,81920,10794,70434,2025/06/13 18:15:10.249
0,0,81920,10794,70434,2025/06/13 18:15:15.286
0,0,81920,10794,70434,2025/06/13 18:15:20.317
0,0,81920,10794,70434,2025/06/13 18:15:25.351
0,0,81920,10794,70434,2025/06/13 18:15:30.383
0,0,81920,10794,70434,2025/06/13 18:15:35.417
0,0,81920,10794,70434,2025/06/13 18:15:40.449
0,0,81920,10794,70434,2025/06/13 18:15:45.529
0,0,81920,10794,70434,2025/06/13 18:15:50.560
0,0,81920,10794,70434,2025/06/13 18:15:55.596
0,0,81920,10794,70434,2025/06/13 18:16:00.628
0,0,81920,10794,70434,2025/06/13 18:16:05.661
0,0,81920,10794,70434,2025/06/13 18:16:10.696
